Sensor,Date_Time,Date,Time,Count
Webb Bridge,2020-07-17T05:00:00Z,2020-07-17,15,223
Southern Cross Station,2020-07-17T05:00:00Z,2020-07-17,15,183
Victoria Point,2020-07-17T05:00:00Z,2020-07-17,15,62
Waterfront City,2020-07-17T05:00:00Z,2020-07-17,15,75
New Quay,2020-07-17T05:00:00Z,2020-07-17,15,215
Flagstaff Station,2020-07-17T05:00:00Z,2020-07-17,15,NA
Sandridge Bridge,2020-07-17T05:00:00Z,2020-07-17,15,17
State Library,2020-07-17T05:00:00Z,2020-07-17,15,NA
Collins St (North),2020-07-17T05:00:00Z,2020-07-17,15,401
Collins Place (South),2020-07-17T05:00:00Z,2020-07-17,15,170
Collins Place (North),2020-07-17T05:00:00Z,2020-07-17,15,121
Chinatown-Swanston St (North),2020-07-17T05:00:00Z,2020-07-17,15,224
Chinatown-Lt Bourke St (South),2020-07-17T05:00:00Z,2020-07-17,15,110
Bourke St-Russell St (West),2020-07-17T05:00:00Z,2020-07-17,15,NA
Flinders St-Elizabeth St (East),2020-07-17T05:00:00Z,2020-07-17,15,1182
Spencer St-Collins St (South),2020-07-17T05:00:00Z,2020-07-17,15,129
Spencer St-Collins St (North),2020-07-17T05:00:00Z,2020-07-17,15,528
Melbourne Convention Exhibition Centre,2020-07-17T05:00:00Z,2020-07-17,15,575
QV Market-Elizabeth St (West),2020-07-17T05:00:00Z,2020-07-17,15,425
QV Market-Peel St,2020-07-17T05:00:00Z,2020-07-17,15,131
The Arts Centre,2020-07-17T05:00:00Z,2020-07-17,15,260
St Kilda Rd-Alexandra Gardens,2020-07-17T05:00:00Z,2020-07-17,15,231
Lonsdale St (South),2020-07-17T05:00:00Z,2020-07-17,15,162
Lygon St (West),2020-07-17T05:00:00Z,2020-07-17,15,115
City Square,2020-07-17T05:00:00Z,2020-07-17,15,NA
Flinders St-Spring St (West),2020-07-17T05:00:00Z,2020-07-17,15,NA
Flinders St-Spark La,2020-07-17T05:00:00Z,2020-07-17,15,50
Southbank,2020-07-17T05:00:00Z,2020-07-17,15,278
Queen St (West),2020-07-17T05:00:00Z,2020-07-17,15,122
Lygon St (East),2020-07-17T05:00:00Z,2020-07-17,15,108
Alfred Place,2020-07-17T05:00:00Z,2020-07-17,15,31
Lonsdale St-Spring St (West),2020-07-17T05:00:00Z,2020-07-17,15,114
Grattan St-Swanston St (West),2020-07-17T05:00:00Z,2020-07-17,15,73
Monash Rd-Swanston St (West),2020-07-17T05:00:00Z,2020-07-17,15,67
Tin Alley-Swanston St (West),2020-07-17T05:00:00Z,2020-07-17,15,39
Little Collins St-Swanston St (East),2020-07-17T05:00:00Z,2020-07-17,15,360
Flinders La-Swanston St (West),2020-07-17T05:00:00Z,2020-07-17,15,780
Pelham St (South),2020-07-17T05:00:00Z,2020-07-17,15,61
Melbourne Central-Elizabeth St (East),2020-07-17T05:00:00Z,2020-07-17,15,714
QVM-Queen St (East),2020-07-17T05:00:00Z,2020-07-17,15,200
QVM-Therry St (South),2020-07-17T05:00:00Z,2020-07-17,15,148
Faraday St-Lygon St (West),2020-07-17T05:00:00Z,2020-07-17,15,179
QVM-Franklin St (North),2020-07-17T05:00:00Z,2020-07-17,15,129
Elizabeth St-Lonsdale St (South),2020-07-17T05:00:00Z,2020-07-17,15,161
Lincoln-Swanston (W),2020-07-17T05:00:00Z,2020-07-17,15,3
Elizabeth St-La Trobe St (East),2020-07-17T05:00:00Z,2020-07-17,15,NA
Lonsdale St - Elizabeth St (North),2020-07-17T05:00:00Z,2020-07-17,15,148
Bourke St Bridge,2020-07-17T05:00:00Z,2020-07-17,15,85
Bourke St - Spencer St (North),2020-07-17T05:00:00Z,2020-07-17,15,278
RMIT Bld 80 - 445 Swanston Street,2020-07-17T05:00:00Z,2020-07-17,15,72
Flinders La-Swanston St (West) Temporary,2020-07-17T05:00:00Z,2020-07-17,15,NA
RMIT Building 14,2020-07-17T05:00:00Z,2020-07-17,15,219
380 Elizabeth St,2020-07-17T05:00:00Z,2020-07-17,15,947
La Trobe St (North),2020-07-17T05:00:00Z,2020-07-17,15,NA
231 Bourke St,2020-07-17T05:00:00Z,2020-07-17,15,235
Royal Pde - Grattan St,2020-07-17T05:00:00Z,2020-07-17,15,NA
Bourke Street Mall (North),2020-07-17T06:00:00Z,2020-07-17,16,692
Bourke Street Mall (South),2020-07-17T06:00:00Z,2020-07-17,16,443
Melbourne Central,2020-07-17T06:00:00Z,2020-07-17,16,496
Town Hall (West),2020-07-17T06:00:00Z,2020-07-17,16,687
Princes Bridge,2020-07-17T06:00:00Z,2020-07-17,16,414
Flinders Street Station Underpass,2020-07-17T06:00:00Z,2020-07-17,16,354
Birrarung Marr,2020-07-17T06:00:00Z,2020-07-17,16,245
Webb Bridge,2020-07-17T06:00:00Z,2020-07-17,16,272
Southern Cross Station,2020-07-17T06:00:00Z,2020-07-17,16,216
Victoria Point,2020-07-17T06:00:00Z,2020-07-17,16,44
Waterfront City,2020-07-17T06:00:00Z,2020-07-17,16,60
New Quay,2020-07-17T06:00:00Z,2020-07-17,16,210
Flagstaff Station,2020-07-17T06:00:00Z,2020-07-17,16,NA
Sandridge Bridge,2020-07-17T06:00:00Z,2020-07-17,16,7
State Library,2020-07-17T06:00:00Z,2020-07-17,16,NA
Collins St (North),2020-07-17T06:00:00Z,2020-07-17,16,346
Collins Place (South),2020-07-17T06:00:00Z,2020-07-17,16,127
Collins Place (North),2020-07-17T06:00:00Z,2020-07-17,16,132
Chinatown-Swanston St (North),2020-07-17T06:00:00Z,2020-07-17,16,220
Chinatown-Lt Bourke St (South),2020-07-17T06:00:00Z,2020-07-17,16,103
Bourke St-Russell St (West),2020-07-17T06:00:00Z,2020-07-17,16,NA
Flinders St-Elizabeth St (East),2020-07-17T06:00:00Z,2020-07-17,16,1171
Spencer St-Collins St (South),2020-07-17T06:00:00Z,2020-07-17,16,180
Spencer St-Collins St (North),2020-07-17T06:00:00Z,2020-07-17,16,532
Melbourne Convention Exhibition Centre,2020-07-17T06:00:00Z,2020-07-17,16,595
QV Market-Elizabeth St (West),2020-07-17T06:00:00Z,2020-07-17,16,275
QV Market-Peel St,2020-07-17T06:00:00Z,2020-07-17,16,92
The Arts Centre,2020-07-17T06:00:00Z,2020-07-17,16,272
St Kilda Rd-Alexandra Gardens,2020-07-17T06:00:00Z,2020-07-17,16,138
Lonsdale St (South),2020-07-17T06:00:00Z,2020-07-17,16,148
Lygon St (West),2020-07-17T06:00:00Z,2020-07-17,16,114
City Square,2020-07-17T06:00:00Z,2020-07-17,16,NA
Flinders St-Spring St (West),2020-07-17T06:00:00Z,2020-07-17,16,NA
Flinders St-Spark La,2020-07-17T06:00:00Z,2020-07-17,16,45
Southbank,2020-07-17T06:00:00Z,2020-07-17,16,275
Queen St (West),2020-07-17T06:00:00Z,2020-07-17,16,123
Lygon St (East),2020-07-17T06:00:00Z,2020-07-17,16,76
Alfred Place,2020-07-17T06:00:00Z,2020-07-17,16,37
Lonsdale St-Spring St (West),2020-07-17T06:00:00Z,2020-07-17,16,98
Grattan St-Swanston St (West),2020-07-17T06:00:00Z,2020-07-17,16,51
Monash Rd-Swanston St (West),2020-07-17T06:00:00Z,2020-07-17,16,60
Tin Alley-Swanston St (West),2020-07-17T06:00:00Z,2020-07-17,16,39
Little Collins St-Swanston St (East),2020-07-17T06:00:00Z,2020-07-17,16,343
Flinders La-Swanston St (West),2020-07-17T06:00:00Z,2020-07-17,16,824
Pelham St (South),2020-07-17T06:00:00Z,2020-07-17,16,45
Melbourne Central-Elizabeth St (East),2020-07-17T06:00:00Z,2020-07-17,16,727
QVM-Queen St (East),2020-07-17T06:00:00Z,2020-07-17,16,120
QVM-Therry St (South),2020-07-17T06:00:00Z,2020-07-17,16,103
Faraday St-Lygon St (West),2020-07-17T06:00:00Z,2020-07-17,16,160
QVM-Franklin St (North),2020-07-17T06:00:00Z,2020-07-17,16,110
Elizabeth St-Lonsdale St (South),2020-07-17T06:00:00Z,2020-07-17,16,204
Lincoln-Swanston (W),2020-07-17T06:00:00Z,2020-07-17,16,19
Elizabeth St-La Trobe St (East),2020-07-17T06:00:00Z,2020-07-17,16,NA
Lonsdale St - Elizabeth St (North),2020-07-17T06:00:00Z,2020-07-17,16,127
Bourke St Bridge,2020-07-17T06:00:00Z,2020-07-17,16,99
Bourke St - Spencer St (North),2020-07-17T06:00:00Z,2020-07-17,16,308
RMIT Bld 80 - 445 Swanston Street,2020-07-17T06:00:00Z,2020-07-17,16,73
Flinders La-Swanston St (West) Temporary,2020-07-17T06:00:00Z,2020-07-17,16,NA
RMIT Building 14,2020-07-17T06:00:00Z,2020-07-17,16,182
380 Elizabeth St,2020-07-17T06:00:00Z,2020-07-17,16,854
La Trobe St (North),2020-07-17T06:00:00Z,2020-07-17,16,NA
231 Bourke St,2020-07-17T06:00:00Z,2020-07-17,16,229
Royal Pde - Grattan St,2020-07-17T06:00:00Z,2020-07-17,16,NA
Bourke Street Mall (North),2020-07-17T07:00:00Z,2020-07-17,17,622
Bourke Street Mall (South),2020-07-17T07:00:00Z,2020-07-17,17,346
Melbourne Central,2020-07-17T07:00:00Z,2020-07-17,17,631
Town Hall (West),2020-07-17T07:00:00Z,2020-07-17,17,632
Princes Bridge,2020-07-17T07:00:00Z,2020-07-17,17,537
Flinders Street Station Underpass,2020-07-17T07:00:00Z,2020-07-17,17,360
Birrarung Marr,2020-07-17T07:00:00Z,2020-07-17,17,218
Webb Bridge,2020-07-17T07:00:00Z,2020-07-17,17,303
Southern Cross Station,2020-07-17T07:00:00Z,2020-07-17,17,178
Victoria Point,2020-07-17T07:00:00Z,2020-07-17,17,62
Waterfront City,2020-07-17T07:00:00Z,2020-07-17,17,82
New Quay,2020-07-17T07:00:00Z,2020-07-17,17,218
Flagstaff Station,2020-07-17T07:00:00Z,2020-07-17,17,NA
Sandridge Bridge,2020-07-17T07:00:00Z,2020-07-17,17,10
State Library,2020-07-17T07:00:00Z,2020-07-17,17,NA
Collins St (North),2020-07-17T07:00:00Z,2020-07-17,17,297
Collins Place (South),2020-07-17T07:00:00Z,2020-07-17,17,158
Collins Place (North),2020-07-17T07:00:00Z,2020-07-17,17,110
Chinatown-Swanston St (North),2020-07-17T07:00:00Z,2020-07-17,17,203
Chinatown-Lt Bourke St (South),2020-07-17T07:00:00Z,2020-07-17,17,88
Bourke St-Russell St (West),2020-07-17T07:00:00Z,2020-07-17,17,NA
Flinders St-Elizabeth St (East),2020-07-17T07:00:00Z,2020-07-17,17,1304
Spencer St-Collins St (South),2020-07-17T07:00:00Z,2020-07-17,17,191
Spencer St-Collins St (North),2020-07-17T07:00:00Z,2020-07-17,17,571
Melbourne Convention Exhibition Centre,2020-07-17T07:00:00Z,2020-07-17,17,543
QV Market-Elizabeth St (West),2020-07-17T07:00:00Z,2020-07-17,17,291
QV Market-Peel St,2020-07-17T07:00:00Z,2020-07-17,17,88
The Arts Centre,2020-07-17T07:00:00Z,2020-07-17,17,318
St Kilda Rd-Alexandra Gardens,2020-07-17T07:00:00Z,2020-07-17,17,133
Lonsdale St (South),2020-07-17T07:00:00Z,2020-07-17,17,175
Lygon St (West),2020-07-17T07:00:00Z,2020-07-17,17,137
City Square,2020-07-17T07:00:00Z,2020-07-17,17,NA
Flinders St-Spring St (West),2020-07-17T07:00:00Z,2020-07-17,17,NA
Flinders St-Spark La,2020-07-17T07:00:00Z,2020-07-17,17,64
Southbank,2020-07-17T07:00:00Z,2020-07-17,17,384
Queen St (West),2020-07-17T07:00:00Z,2020-07-17,17,94
Lygon St (East),2020-07-17T07:00:00Z,2020-07-17,17,59
Alfred Place,2020-07-17T07:00:00Z,2020-07-17,17,40
Lonsdale St-Spring St (West),2020-07-17T07:00:00Z,2020-07-17,17,103
Grattan St-Swanston St (West),2020-07-17T07:00:00Z,2020-07-17,17,89
Monash Rd-Swanston St (West),2020-07-17T07:00:00Z,2020-07-17,17,74
Tin Alley-Swanston St (West),2020-07-17T07:00:00Z,2020-07-17,17,52
Little Collins St-Swanston St (East),2020-07-17T07:00:00Z,2020-07-17,17,288
Flinders La-Swanston St (West),2020-07-17T07:00:00Z,2020-07-17,17,750
Pelham St (South),2020-07-17T07:00:00Z,2020-07-17,17,44
Melbourne Central-Elizabeth St (East),2020-07-17T07:00:00Z,2020-07-17,17,624
QVM-Queen St (East),2020-07-17T07:00:00Z,2020-07-17,17,114
QVM-Therry St (South),2020-07-17T07:00:00Z,2020-07-17,17,135
Faraday St-Lygon St (West),2020-07-17T07:00:00Z,2020-07-17,17,121
QVM-Franklin St (North),2020-07-17T07:00:00Z,2020-07-17,17,102
Elizabeth St-Lonsdale St (South),2020-07-17T07:00:00Z,2020-07-17,17,146
Lincoln-Swanston (W),2020-07-17T07:00:00Z,2020-07-17,17,14
Elizabeth St-La Trobe St (East),2020-07-17T07:00:00Z,2020-07-17,17,NA
Lonsdale St - Elizabeth St (North),2020-07-17T07:00:00Z,2020-07-17,17,149
Bourke St Bridge,2020-07-17T07:00:00Z,2020-07-17,17,119
Bourke St - Spencer St (North),2020-07-17T07:00:00Z,2020-07-17,17,354
RMIT Bld 80 - 445 Swanston Street,2020-07-17T07:00:00Z,2020-07-17,17,12
Flinders La-Swanston St (West) Temporary,2020-07-17T07:00:00Z,2020-07-17,17,NA
RMIT Building 14,2020-07-17T07:00:00Z,2020-07-17,17,213
380 Elizabeth St,2020-07-17T07:00:00Z,2020-07-17,17,870
La Trobe St (North),2020-07-17T07:00:00Z,2020-07-17,17,NA
231 Bourke St,2020-07-17T07:00:00Z,2020-07-17,17,187
Royal Pde - Grattan St,2020-07-17T07:00:00Z,2020-07-17,17,NA
Bourke Street Mall (North),2020-07-17T08:00:00Z,2020-07-17,18,345
Bourke Street Mall (South),2020-07-17T08:00:00Z,2020-07-17,18,143
Melbourne Central,2020-07-17T08:00:00Z,2020-07-17,18,418
Town Hall (West),2020-07-17T08:00:00Z,2020-07-17,18,320
Princes Bridge,2020-07-17T08:00:00Z,2020-07-17,18,317
Flinders Street Station Underpass,2020-07-17T08:00:00Z,2020-07-17,18,304
Birrarung Marr,2020-07-17T08:00:00Z,2020-07-17,18,121
Webb Bridge,2020-07-17T08:00:00Z,2020-07-17,18,158
Southern Cross Station,2020-07-17T08:00:00Z,2020-07-17,18,98
Victoria Point,2020-07-17T08:00:00Z,2020-07-17,18,38
Waterfront City,2020-07-17T08:00:00Z,2020-07-17,18,43
New Quay,2020-07-17T08:00:00Z,2020-07-17,18,190
Flagstaff Station,2020-07-17T08:00:00Z,2020-07-17,18,NA
Sandridge Bridge,2020-07-17T08:00:00Z,2020-07-17,18,4
State Library,2020-07-17T08:00:00Z,2020-07-17,18,NA
Collins St (North),2020-07-17T08:00:00Z,2020-07-17,18,140
Collins Place (South),2020-07-17T08:00:00Z,2020-07-17,18,80
Collins Place (North),2020-07-17T08:00:00Z,2020-07-17,18,56
Chinatown-Swanston St (North),2020-07-17T08:00:00Z,2020-07-17,18,183
Chinatown-Lt Bourke St (South),2020-07-17T08:00:00Z,2020-07-17,18,74
Bourke St-Russell St (West),2020-07-17T08:00:00Z,2020-07-17,18,NA
Flinders St-Elizabeth St (East),2020-07-17T08:00:00Z,2020-07-17,18,1114
Spencer St-Collins St (South),2020-07-17T08:00:00Z,2020-07-17,18,92
Spencer St-Collins St (North),2020-07-17T08:00:00Z,2020-07-17,18,351
Melbourne Convention Exhibition Centre,2020-07-17T08:00:00Z,2020-07-17,18,309
QV Market-Elizabeth St (West),2020-07-17T08:00:00Z,2020-07-17,18,256
QV Market-Peel St,2020-07-17T08:00:00Z,2020-07-17,18,76
The Arts Centre,2020-07-17T08:00:00Z,2020-07-17,18,256
St Kilda Rd-Alexandra Gardens,2020-07-17T08:00:00Z,2020-07-17,18,84
Lonsdale St (South),2020-07-17T08:00:00Z,2020-07-17,18,162
Lygon St (West),2020-07-17T08:00:00Z,2020-07-17,18,92
City Square,2020-07-17T08:00:00Z,2020-07-17,18,NA
Flinders St-Spring St (West),2020-07-17T08:00:00Z,2020-07-17,18,NA
Flinders St-Spark La,2020-07-17T08:00:00Z,2020-07-17,18,37
Southbank,2020-07-17T08:00:00Z,2020-07-17,18,306
Queen St (West),2020-07-17T08:00:00Z,2020-07-17,18,66
Lygon St (East),2020-07-17T08:00:00Z,2020-07-17,18,50
Alfred Place,2020-07-17T08:00:00Z,2020-07-17,18,8
Lonsdale St-Spring St (West),2020-07-17T08:00:00Z,2020-07-17,18,50
Grattan St-Swanston St (West),2020-07-17T08:00:00Z,2020-07-17,18,46
Monash Rd-Swanston St (West),2020-07-17T08:00:00Z,2020-07-17,18,40
Tin Alley-Swanston St (West),2020-07-17T08:00:00Z,2020-07-17,18,38
Little Collins St-Swanston St (East),2020-07-17T08:00:00Z,2020-07-17,18,209
Flinders La-Swanston St (West),2020-07-17T08:00:00Z,2020-07-17,18,478
Pelham St (South),2020-07-17T08:00:00Z,2020-07-17,18,33
Melbourne Central-Elizabeth St (East),2020-07-17T08:00:00Z,2020-07-17,18,379
QVM-Queen St (East),2020-07-17T08:00:00Z,2020-07-17,18,96
QVM-Therry St (South),2020-07-17T08:00:00Z,2020-07-17,18,114
Faraday St-Lygon St (West),2020-07-17T08:00:00Z,2020-07-17,18,94
QVM-Franklin St (North),2020-07-17T08:00:00Z,2020-07-17,18,72
Elizabeth St-Lonsdale St (South),2020-07-17T08:00:00Z,2020-07-17,18,98
Lincoln-Swanston (W),2020-07-17T08:00:00Z,2020-07-17,18,15
Elizabeth St-La Trobe St (East),2020-07-17T08:00:00Z,2020-07-17,18,NA
Lonsdale St - Elizabeth St (North),2020-07-17T08:00:00Z,2020-07-17,18,134
Bourke St Bridge,2020-07-17T08:00:00Z,2020-07-17,18,96
Bourke St - Spencer St (North),2020-07-17T08:00:00Z,2020-07-17,18,211
RMIT Bld 80 - 445 Swanston Street,2020-07-17T08:00:00Z,2020-07-17,18,NA
Flinders La-Swanston St (West) Temporary,2020-07-17T08:00:00Z,2020-07-17,18,NA
RMIT Building 14,2020-07-17T08:00:00Z,2020-07-17,18,107
380 Elizabeth St,2020-07-17T08:00:00Z,2020-07-17,18,722
La Trobe St (North),2020-07-17T08:00:00Z,2020-07-17,18,NA
231 Bourke St,2020-07-17T08:00:00Z,2020-07-17,18,141
Royal Pde - Grattan St,2020-07-17T08:00:00Z,2020-07-17,18,NA
Bourke Street Mall (North),2020-07-17T09:00:00Z,2020-07-17,19,144
Bourke Street Mall (South),2020-07-17T09:00:00Z,2020-07-17,19,66
Melbourne Central,2020-07-17T09:00:00Z,2020-07-17,19,275
Town Hall (West),2020-07-17T09:00:00Z,2020-07-17,19,182
Princes Bridge,2020-07-17T09:00:00Z,2020-07-17,19,203
Flinders Street Station Underpass,2020-07-17T09:00:00Z,2020-07-17,19,195
Birrarung Marr,2020-07-17T09:00:00Z,2020-07-17,19,50
Webb Bridge,2020-07-17T09:00:00Z,2020-07-17,19,95
Southern Cross Station,2020-07-17T09:00:00Z,2020-07-17,19,37
Victoria Point,2020-07-17T09:00:00Z,2020-07-17,19,22
Waterfront City,2020-07-17T09:00:00Z,2020-07-17,19,70
New Quay,2020-07-17T09:00:00Z,2020-07-17,19,155
Flagstaff Station,2020-07-17T09:00:00Z,2020-07-17,19,NA
Sandridge Bridge,2020-07-17T09:00:00Z,2020-07-17,19,2
State Library,2020-07-17T09:00:00Z,2020-07-17,19,NA
Collins St (North),2020-07-17T09:00:00Z,2020-07-17,19,72
Collins Place (South),2020-07-17T09:00:00Z,2020-07-17,19,46
Collins Place (North),2020-07-17T09:00:00Z,2020-07-17,19,16
Chinatown-Swanston St (North),2020-07-17T09:00:00Z,2020-07-17,19,142
Chinatown-Lt Bourke St (South),2020-07-17T09:00:00Z,2020-07-17,19,71
Bourke St-Russell St (West),2020-07-17T09:00:00Z,2020-07-17,19,NA
Flinders St-Elizabeth St (East),2020-07-17T09:00:00Z,2020-07-17,19,705
Spencer St-Collins St (South),2020-07-17T09:00:00Z,2020-07-17,19,79
Spencer St-Collins St (North),2020-07-17T09:00:00Z,2020-07-17,19,200
Melbourne Convention Exhibition Centre,2020-07-17T09:00:00Z,2020-07-17,19,186
QV Market-Elizabeth St (West),2020-07-17T09:00:00Z,2020-07-17,19,184
QV Market-Peel St,2020-07-17T09:00:00Z,2020-07-17,19,59
The Arts Centre,2020-07-17T09:00:00Z,2020-07-17,19,122
St Kilda Rd-Alexandra Gardens,2020-07-17T09:00:00Z,2020-07-17,19,36
Lonsdale St (South),2020-07-17T09:00:00Z,2020-07-17,19,100
Lygon St (West),2020-07-17T09:00:00Z,2020-07-17,19,101
City Square,2020-07-17T09:00:00Z,2020-07-17,19,NA
Flinders St-Spring St (West),2020-07-17T09:00:00Z,2020-07-17,19,NA
Flinders St-Spark La,2020-07-17T09:00:00Z,2020-07-17,19,24
Southbank,2020-07-17T09:00:00Z,2020-07-17,19,155
Queen St (West),2020-07-17T09:00:00Z,2020-07-17,19,42
Lygon St (East),2020-07-17T09:00:00Z,2020-07-17,19,37
Alfred Place,2020-07-17T09:00:00Z,2020-07-17,19,6
Lonsdale St-Spring St (West),2020-07-17T09:00:00Z,2020-07-17,19,22
Grattan St-Swanston St (West),2020-07-17T09:00:00Z,2020-07-17,19,35
Monash Rd-Swanston St (West),2020-07-17T09:00:00Z,2020-07-17,19,23
Tin Alley-Swanston St (West),2020-07-17T09:00:00Z,2020-07-17,19,20
Little Collins St-Swanston St (East),2020-07-17T09:00:00Z,2020-07-17,19,107
Flinders La-Swanston St (West),2020-07-17T09:00:00Z,2020-07-17,19,254
Pelham St (South),2020-07-17T09:00:00Z,2020-07-17,19,24
Melbourne Central-Elizabeth St (East),2020-07-17T09:00:00Z,2020-07-17,19,197
QVM-Queen St (East),2020-07-17T09:00:00Z,2020-07-17,19,67
QVM-Therry St (South),2020-07-17T09:00:00Z,2020-07-17,19,100
Faraday St-Lygon St (West),2020-07-17T09:00:00Z,2020-07-17,19,74
QVM-Franklin St (North),2020-07-17T09:00:00Z,2020-07-17,19,46
Elizabeth St-Lonsdale St (South),2020-07-17T09:00:00Z,2020-07-17,19,71
Lincoln-Swanston (W),2020-07-17T09:00:00Z,2020-07-17,19,7
Elizabeth St-La Trobe St (East),2020-07-17T09:00:00Z,2020-07-17,19,NA
Lonsdale St - Elizabeth St (North),2020-07-17T09:00:00Z,2020-07-17,19,85
Bourke St Bridge,2020-07-17T09:00:00Z,2020-07-17,19,44
Bourke St - Spencer St (North),2020-07-17T09:00:00Z,2020-07-17,19,120
RMIT Bld 80 - 445 Swanston Street,2020-07-17T09:00:00Z,2020-07-17,19,NA
Flinders La-Swanston St (West) Temporary,2020-07-17T09:00:00Z,2020-07-17,19,NA
RMIT Building 14,2020-07-17T09:00:00Z,2020-07-17,19,84
380 Elizabeth St,2020-07-17T09:00:00Z,2020-07-17,19,480
La Trobe St (North),2020-07-17T09:00:00Z,2020-07-17,19,NA
231 Bourke St,2020-07-17T09:00:00Z,2020-07-17,19,77
Royal Pde - Grattan St,2020-07-17T09:00:00Z,2020-07-17,19,NA
Bourke Street Mall (North),2020-07-17T10:00:00Z,2020-07-17,20,74
Bourke Street Mall (South),2020-07-17T10:00:00Z,2020-07-17,20,75
Melbourne Central,2020-07-17T10:00:00Z,2020-07-17,20,186
Town Hall (West),2020-07-17T10:00:00Z,2020-07-17,20,120
Princes Bridge,2020-07-17T10:00:00Z,2020-07-17,20,133
Flinders Street Station Underpass,2020-07-17T10:00:00Z,2020-07-17,20,126
Birrarung Marr,2020-07-17T10:00:00Z,2020-07-17,20,20
Webb Bridge,2020-07-17T10:00:00Z,2020-07-17,20,37
Southern Cross Station,2020-07-17T10:00:00Z,2020-07-17,20,47
Victoria Point,2020-07-17T10:00:00Z,2020-07-17,20,25
Waterfront City,2020-07-17T10:00:00Z,2020-07-17,20,48
New Quay,2020-07-17T10:00:00Z,2020-07-17,20,141
Flagstaff Station,2020-07-17T10:00:00Z,2020-07-17,20,NA
Sandridge Bridge,2020-07-17T10:00:00Z,2020-07-17,20,4
State Library,2020-07-17T10:00:00Z,2020-07-17,20,NA
Collins St (North),2020-07-17T10:00:00Z,2020-07-17,20,37
Collins Place (South),2020-07-17T10:00:00Z,2020-07-17,20,30
Collins Place (North),2020-07-17T10:00:00Z,2020-07-17,20,8
Chinatown-Swanston St (North),2020-07-17T10:00:00Z,2020-07-17,20,87
Chinatown-Lt Bourke St (South),2020-07-17T10:00:00Z,2020-07-17,20,27
Bourke St-Russell St (West),2020-07-17T10:00:00Z,2020-07-17,20,NA
Flinders St-Elizabeth St (East),2020-07-17T10:00:00Z,2020-07-17,20,602
Spencer St-Collins St (South),2020-07-17T10:00:00Z,2020-07-17,20,58
Spencer St-Collins St (North),2020-07-17T10:00:00Z,2020-07-17,20,154
Melbourne Convention Exhibition Centre,2020-07-17T10:00:00Z,2020-07-17,20,107
QV Market-Elizabeth St (West),2020-07-17T10:00:00Z,2020-07-17,20,126
QV Market-Peel St,2020-07-17T10:00:00Z,2020-07-17,20,29
The Arts Centre,2020-07-17T10:00:00Z,2020-07-17,20,81
St Kilda Rd-Alexandra Gardens,2020-07-17T10:00:00Z,2020-07-17,20,17
Lonsdale St (South),2020-07-17T10:00:00Z,2020-07-17,20,94
Lygon St (West),2020-07-17T10:00:00Z,2020-07-17,20,102
City Square,2020-07-17T10:00:00Z,2020-07-17,20,NA
Flinders St-Spring St (West),2020-07-17T10:00:00Z,2020-07-17,20,NA
Flinders St-Spark La,2020-07-17T10:00:00Z,2020-07-17,20,11
Southbank,2020-07-17T10:00:00Z,2020-07-17,20,104
Queen St (West),2020-07-17T10:00:00Z,2020-07-17,20,31
Lygon St (East),2020-07-17T10:00:00Z,2020-07-17,20,22
Alfred Place,2020-07-17T10:00:00Z,2020-07-17,20,5
Lonsdale St-Spring St (West),2020-07-17T10:00:00Z,2020-07-17,20,17
Grattan St-Swanston St (West),2020-07-17T10:00:00Z,2020-07-17,20,32
Monash Rd-Swanston St (West),2020-07-17T10:00:00Z,2020-07-17,20,29
Tin Alley-Swanston St (West),2020-07-17T10:00:00Z,2020-07-17,20,22
Little Collins St-Swanston St (East),2020-07-17T10:00:00Z,2020-07-17,20,59
Flinders La-Swanston St (West),2020-07-17T10:00:00Z,2020-07-17,20,177
Pelham St (South),2020-07-17T10:00:00Z,2020-07-17,20,22
Melbourne Central-Elizabeth St (East),2020-07-17T10:00:00Z,2020-07-17,20,232
QVM-Queen St (East),2020-07-17T10:00:00Z,2020-07-17,20,88
QVM-Therry St (South),2020-07-17T10:00:00Z,2020-07-17,20,128
